Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated
LMAS,Limas Indonesia Makmur Tbk,2001-12-28,787851525.0,Pengembangan,Technology,50,39392576250.0,2021-11-01 09:00:00,2022-07-29 15:59:00,2020-04-16 09:00:00,2022-07-29 16:00:00,2001-12-28,2023-01-06
LMPI,Langgeng Makmur Industri Tbk.,1994-10-17,1008517669.0,Pengembangan,Consumer Cyclicals,114,114971014266.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
LMSH,Lionmesh Prima Tbk.,1990-06-04,96000000.0,Pengembangan,Basic Materials,620,59520000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
LPCK,Lippo Cikarang Tbk,1997-07-24,2679600000.0,Utama,Properties & Real Estate,960,2572416000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
LPGI,Lippo General Insurance Tbk.,1997-07-22,150000000.0,Utama,Financials,5900,885000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
LPIN,Multi Prima Sejahtera Tbk,1990-02-05,425000000.0,Pengembangan,Consumer Cyclicals,390,165750000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
LPKR,Lippo Karawaci Tbk.,1996-06-28,70898018369.0,Utama,Properties & Real Estate,77,5459147414413.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
LPLI,Star Pacific Tbk,1989-10-23,1170432803.0,Pengembangan,Properties & Real Estate,272,318357722416.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
LPPF,Matahari Department Store Tbk.,1989-10-09,2626148780.0,Utama,Consumer Cyclicals,4220,11082347851600.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
LPPS,Lenox Pasifik Investama Tbk.,1994-03-28,2588250000.0,Pengembangan,Financials,82,212236500000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
LRNA,Eka Sari Lorena Transport Tbk.,2014-04-15,350000022.0,Pengembangan,Transportation & Logistic,181,63350003982.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2014-04-15,2023-01-06
LSIP,PP London Sumatra Indonesia Tb,1996-07-05,6822863965.0,Utama,Consumer Non-Cyclicals,1015,6925206924475.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
LTLS,Lautan Luas Tbk.,1997-07-21,1560000000.0,Utama,Basic Materials,1320,2059200000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
LUCK,Sentral Mitra Informatika Tbk.,2018-11-28,715749640.0,Pengembangan,Technology,122,87321456080.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-11-28,2023-01-06
LUCY,Lima Dua Lima Tiga Tbk.,2021-05-05,1035000200.0,Akselerasi,Consumer Cyclicals,185,191475037000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-05-05 09:00:00,2023-01-06 15:00:00,2021-05-05,2023-01-06
MABA,Marga Abhinaya Abadi Tbk.,2017-06-22,15365229912.0,Pengembangan,Consumer Cyclicals,50,768261495600.0,,,,,2017-06-22,2023-01-06
MAGP,Multi Agro Gemilang Plantation,2013-01-16,9000000004.0,Pengembangan,Consumer Non-Cyclicals,50,450000000200.0,2021-11-01 09:00:00,2022-07-15 15:59:00,2020-04-16 09:00:00,2022-07-15 16:00:00,2013-01-16,2023-01-06
MAIN,Malindo Feedmill Tbk.,2006-02-10,2238750000.0,Utama,Consumer Non-Cyclicals,482,1079077500000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2006-02-10,2023-01-06
MAMI,Mas Murni Indonesia Tbk,1994-02-09,12299117590.0,Utama,Consumer Cyclicals,50,614955879500.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2023-01-06
MAPA,Map Aktif Adiperkasa Tbk.,2018-07-05,2850400000.0,Pengembangan,Consumer Cyclicals,3650,10403960000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-07-05,2023-01-06
MAPB,MAP Boga Adiperkasa Tbk.,2017-06-21,2170922900.0,Pengembangan,Consumer Cyclicals,1835,3983643521500.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-06-21,2023-01-06
MAPI,Mitra Adiperkasa Tbk.,2004-11-10,16600000000.0,Utama,Consumer Cyclicals,1300,21580000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2004-11-10,2023-01-06
MARI,Mahaka Radio Integra Tbk.,2016-02-11,5252644000.0,Pengembangan,Consumer Cyclicals,126,661833144000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2016-02-11,2023-01-06
MARK,Mark Dynamics Indonesia Tbk.,2017-07-12,3800000310.0,Utama,Industrials,625,2375000193750.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-07-12,2023-01-06
MASA,Multistrada Arah Sarana Tbk.,2005-06-09,9182946945.0,Utama,Consumer Cyclicals,2210,20294312748450.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2005-06-09,2023-01-06
MASB,Bank Multiarta Sentosa Tbk.,2021-06-30,1226910070.0,Pengembangan,Financials,3480,4269647043600.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-06-30 09:00:00,2023-01-06 15:00:00,2021-06-30,2023-01-06
MAYA,Bank Mayapada Internasional Tb,1997-08-29,11714045161.0,Utama,Financials,515,6032733257915.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
MBAP,Mitrabara Adiperdana Tbk.,2014-07-10,1227271952.0,Pengembangan,Energy,6975,8560221865200.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2014-07-10,2023-01-06
MBSS,Mitrabahtera Segara Sejati Tbk,2011-04-06,1750026639.0,Utama,Energy,1190,2082531700410.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-04-06,2023-01-06
MBTO,Martina Berto Tbk.,2011-01-13,1070000000.0,Utama,Consumer Non-Cyclicals,138,147660000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-01-13,2023-01-06
MCAS,M Cash Integrasi Tbk.,2017-11-01,867933300.0,Pengembangan,Technology,7700,6683086410000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-11-01,2023-01-06
MCOL,Prima Andalan Mandiri Tbk.,2021-09-07,3555560000.0,Utama,Energy,6850,24355586000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-09-07 09:00:00,2023-01-06 15:00:00,2021-09-07,2023-01-06
MCOR,Bank China Construction Bank I,2007-07-03,37540533209.0,Utama,Financials,81,3040783189929.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2007-07-03,2023-01-06
MDIA,Intermedia Capital Tbk.,2014-04-11,39215538400.0,Utama,Consumer Cyclicals,50,1960776920000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2014-04-11,2023-01-06
MDKA,Merdeka Copper Gold Tbk.,2015-06-19,22904850815.0,Pengembangan,Basic Materials,4290,98261809996350.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2015-06-19,2023-01-06
MDKI,Emdeki Utama Tbk.,2017-09-25,2530150002.0,Utama,Basic Materials,183,463017450366.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-09-25,2023-01-06
MDLN,Modernland Realty Tbk.,1993-01-18,12533067322.0,Utama,Properties & Real Estate,77,965046183794.0,2021-12-20 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
MDRN,Modern Internasional Tbk.,1991-07-16,7632167798.0,Utama,Industrials,50,381608389900.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
MEDC,Medco Energi Internasional Tbk,1994-10-12,25136231252.0,Utama,Energy,1035,26015999345820.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
MEDS,Hetzer Medical Indonesia Tbk.,2022-08-10,1562500000.0,Pengembangan,Healthcare,131,204687500000.0,2022-08-10 09:00:00,2023-01-06 15:59:00,2022-08-10 09:00:00,2023-01-06 15:00:00,2022-08-10,2023-01-06
MEGA,Bank Mega Tbk.,2000-04-17,11623514905.0,Utama,Financials,5525,64219919850125.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
MERK,Merck Tbk.,1981-07-23,448000000.0,Pengembangan,Healthcare,4700,2105600000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
META,Nusantara Infrastructure Tbk.,2001-07-18,17710708194.0,Utama,Infrastructures,119,2107574275086.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-07-18,2023-01-06
MFIN,Mandala Multifinance Tbk.,2005-09-06,2650000000.0,Pengembangan,Financials,1645,4359250000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2005-09-06,2023-01-06
MFMI,Multifiling Mitra Indonesia Tb,2010-12-29,757581000.0,Pengembangan,Industrials,795,602276895000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2010-12-29,2023-01-06
MGLV,Panca Anugrah Wisesa Tbk.,2021-06-08,1904207270.0,Akselerasi,Consumer Cyclicals,58,110444021660.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-06-08 09:00:00,2023-01-06 15:00:00,2021-06-08,2023-01-06
MGNA,Magna Investama Mandiri Tbk.,2014-07-08,1003080977.0,Pengembangan,Financials,50,50154048850.0,,,,,2014-07-08,2023-01-06
MGRO,Mahkota Group Tbk.,2018-07-12,3554445700.0,Utama,Consumer Non-Cyclicals,790,2808012103000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-07-12,2023-01-06
MICE,Multi Indocitra Tbk.,2005-12-21,600000000.0,Pengembangan,Consumer Cyclicals,496,297600000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2005-12-21,2023-01-06
MIDI,Midi Utama Indonesia Tbk.,2010-11-30,2882353000.0,Pengembangan,Consumer Non-Cyclicals,2910,8387647230000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2010-11-30,2023-01-06
MIKA,Mitra Keluarga Karyasehat Tbk.,2015-03-24,14246349500.0,Utama,Healthcare,2850,40602096075000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2015-03-24,2023-01-06
MINA,Sanurhasta Mitra Tbk.,2017-04-28,6562500000.0,Pengembangan,Consumer Cyclicals,77,505312500000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-04-28,2023-01-06
MIRA,Mitra International Resources ,1997-01-30,3961452039.0,Pengembangan,Transportation & Logistic,50,198072601950.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
MITI,Mitra Investindo Tbk.,1997-07-16,2442988366.0,Pengembangan,Energy,159,388435150194.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
MKNT,Mitra Komunikasi Nusantara Tbk,2015-10-26,5500000000.0,Pengembangan,Consumer Cyclicals,50,275000000000.0,2021-11-01 09:00:00,2022-12-30 15:59:00,2020-04-16 09:00:00,2022-12-30 15:00:00,2015-10-26,2023-01-06
MKPI,Metropolitan Kentjana Tbk.,2009-07-10,948194000.0,Pengembangan,Properties & Real Estate,37850,35889142900000.0,2022-01-17 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2009-07-10,2023-01-06
MKTR,Menthobi Karyatama Raya Tbk.,2022-11-08 00:00:00,12000000000.0,Pengembangan,Consumer Non-Cyclicals,125,1500000000000.0,2022-11-08 09:00:00,2023-01-06 15:59:00,2022-11-08 09:00:00,2023-01-06 15:00:00,2022-11-09,2023-01-06
MLBI,Multi Bintang Indonesia Tbk.,1981-12-15,2107000000.0,Utama,Consumer Non-Cyclicals,8950,18857650000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
MLIA,Mulia Industrindo Tbk,1994-01-17,1323000000.0,Pengembangan,Industrials,520,687960000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
MLPL,Multipolar Tbk.,1989-11-06,15682323987.0,Utama,Industrials,112,1756420286544.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
MLPT,Multipolar Technology Tbk.,2013-07-08,1875000000.0,Utama,Technology,1985,3721875000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2013-07-08,2023-01-06
MMIX,Multi Medika Internasional Tbk,2022-12-06 00:00:00,2400000000.0,Pengembangan,Healthcare,318,763200000000.0,2022-12-06 09:00:00,2023-01-06 15:59:00,2022-12-06 09:00:00,2023-01-06 15:00:00,2022-12-06,2023-01-06
MMLP,Mega Manunggal Property Tbk.,2015-06-12,6889134608.0,Pengembangan,Properties & Real Estate,474,3265449804192.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2015-06-12,2023-01-06
MNCN,Media Nusantara Citra Tbk.,2007-06-22,15049787710.0,Utama,Consumer Cyclicals,725,10911096089750.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2007-06-22,2023-01-06
MOLI,Madusari Murni Indah Tbk.,2018-08-30,2724036581.0,Pengembangan,Basic Materials,214,582943828334.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-08-30,2023-01-06
MORA,Mora Telematika Indonesia Tbk.,2022-08-08,23646668691.0,Utama,Infrastructures,496,11728747670736.0,2022-08-08 09:00:00,2023-01-06 15:59:00,2022-08-08 09:00:00,2023-01-06 15:00:00,2022-08-08,2023-01-06
MPMX,Mitra Pinasthika Mustika Tbk.,2013-05-29,4462963276.0,Utama,Consumer Cyclicals,1170,5221667032920.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2013-05-29,2023-01-06
MPOW,Megapower Makmur Tbk.,2017-07-05,816997053.0,Pengembangan,Infrastructures,81,66176761293.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-07-05,2023-01-06
MPPA,Matahari Putra Prima Tbk.,1992-12-21,8477734948.0,Utama,Consumer Non-Cyclicals,123,1042761398604.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
MPRO,Maha Properti Indonesia Tbk.,2018-10-09,9942500000.0,Pengembangan,Properties & Real Estate,1500,14913750000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-10-09,2023-01-06
MRAT,Mustika Ratu Tbk.,1995-07-27,428000000.0,Utama,Consumer Non-Cyclicals,655,280340000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
MREI,Maskapai Reasuransi Indonesia ,1989-09-04,517791681.0,Pengembangan,Financials,4700,2433620900700.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
MSIN,MNC Digital Entertainment Tbk.,2018-06-08,11444400000.0,Utama,Consumer Cyclicals,4810,55047564000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-06-08,2023-01-06
MSKY,MNC Sky Vision Tbk.,2012-07-09,1994370480.0,Utama,Consumer Cyclicals,216,430784023680.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2012-07-09,2023-01-06
MTDL,Metrodata Electronics Tbk.,1990-04-09,12276884585.0,Utama,Technology,545,6690902098825.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
MTEL,Dayamitra Telekomunikasi Tbk.,2021-11-22,83515452844.0,Utama,Infrastructures,705,58878394255020.0,2021-11-22 09:00:00,2023-01-06 15:59:00,2021-11-22 09:00:00,2023-01-06 15:00:00,2021-11-22,2023-01-06
MTFN,Capitalinc Investment Tbk.,1990-04-16,31842082852.0,Pengembangan,Energy,50,1592104142600.0,2021-11-01 09:00:00,2022-12-30 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
MTLA,Metropolitan Land Tbk.,2011-06-20,7655126330.0,Utama,Properties & Real Estate,376,2878327500080.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-06-20,2023-01-06
MTMH,Murni Sadar Tbk.,2022-04-20,2068526950.0,Utama,Healthcare,1400,2895937730000.0,2022-04-20 09:00:00,2023-01-06 15:59:00,2022-04-20 09:00:00,2023-01-06 15:00:00,2022-04-20,2023-01-06
MTPS,Meta Epsi Tbk.,2019-04-10,2084850829.0,Pengembangan,Infrastructures,85,177212320465.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-04-10,2023-01-06
MTRA,Mitra Pemuda Tbk.,2016-02-10,770000000.0,Pengembangan,Infrastructures,244,187880000000.0,,,,,2016-02-10,2023-01-06
MTSM,Metro Realty Tbk.,1992-01-08,232848000.0,Pengembangan,Properties & Real Estate,162,37721376000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
MTWI,Malacca Trust Wuwungan Insuran,2017-10-12,1525819116.0,Pengembangan,Financials,97,148004454252.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-10-12,2023-01-06
MYOH,Samindo Resources Tbk.,2000-07-27,2206312500.0,Utama,Energy,1580,3485973750000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
MYOR,Mayora Indah Tbk.,1990-07-04,22358699725.0,Utama,Consumer Non-Cyclicals,2460,55002401323500.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
MYRX,Hanson International Tbk.,1990-10-31,86703220792.0,Pengembangan,Properties & Real Estate,50,4335161039600.0,,,,,2001-04-16,2023-01-06
MYTX,Asia Pacific Investama Tbk.,1989-10-10,7747281949.0,Utama,Consumer Cyclicals,52,402858661348.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
NANO,Nanotech Indonesia Global Tbk.,2022-03-10,4285000000.0,Akselerasi,Consumer Non-Cyclicals,27,115695000000.0,2022-03-10 09:00:00,2023-01-06 15:59:00,2022-03-10 09:00:00,2023-01-06 15:00:00,2022-03-10,2023-01-06
NASA,Andalan Perkasa Abadi Tbk.,2017-08-07,11004929322.0,Pengembangan,Consumer Cyclicals,50,550246466100.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2017-08-07,2023-01-06
NASI,Wahana Inti Makmur Tbk.,2021-12-13,807400000.0,Pengembangan,Consumer Non-Cyclicals,94,75895600000.0,2021-12-13 09:00:00,2023-01-06 15:59:00,2021-12-13 09:00:00,2023-01-06 15:00:00,2021-12-13,2023-01-06
NATO,Surya Permata Andalan Tbk.,2019-01-18,8001111504.0,Pengembangan,Consumer Cyclicals,484,3872537967936.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-01-18,2023-01-06
NELY,Pelayaran Nelly Dwi Putri Tbk.,2012-10-11,2350000000.0,Pengembangan,Transportation & Logistic,296,695600000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2012-10-11,2023-01-06
NETV,Net Visi Media Tbk.,2022-01-26,23453177240.0,Pengembangan,Consumer Cyclicals,220,5159698992800.0,2022-01-26 09:00:00,2023-01-06 15:59:00,2022-01-26 09:00:00,2023-01-06 15:00:00,2022-01-26,2023-01-06
NFCX,NFC Indonesia Tbk.,2018-07-12,666667500.0,Pengembangan,Technology,6675,4450005562500.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-07-12,2023-01-06
NICK,Charnic Capital Tbk.,2018-05-02,651150000.0,Pengembangan,Financials,167,108742050000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-05-02,2023-01-06
NICL,PAM Mineral Tbk.,2021-07-09,9662504494.0,Pengembangan,Basic Materials,180,1739250808920.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-07-09 09:00:00,2023-01-06 15:00:00,2021-07-09,2023-01-06
NIKL,Pelat Timah Nusantara Tbk.,2009-12-14,2523350000.0,Utama,Basic Materials,630,1589710500000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2009-12-14,2023-01-06
NINE,Techno9 Indonesia Tbk.,2022-12-05 00:00:00,2157000000.0,Akselerasi,Technology,42,90594000000.0,2022-12-05 09:00:00,2023-01-06 15:59:00,2022-12-05 09:00:00,2023-01-06 15:00:00,2022-12-05,2023-01-06
NIPS,Nipress Tbk.,1991-07-24,1635333332.0,Pengembangan,Consumer Cyclicals,,,,,,,,
NIRO,City Retail Developments Tbk.,2012-09-13,22198871804.0,Pengembangan,Properties & Real Estate,142,3152239796168.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2012-09-13,2023-01-06
NISP,Bank OCBC NISP Tbk.,1994-10-20,22715776032.0,Utama,Financials,730,16582516503360.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06
NOBU,Bank Nationalnobu Tbk.,2013-05-20,4556256627.0,Utama,Financials,545,2483159861715.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2013-05-20,2023-01-06
NPGF,Nusa Palapa Gemilang Tbk.,2021-04-14,3240235840.0,Utama,Basic Materials,50,162011792000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-04-14 09:00:00,2023-01-06 15:00:00,2021-04-14,2023-01-06
NRCA,Nusa Raya Cipta Tbk.,2013-06-27,2496258344.0,Utama,Infrastructures,294,733899953136.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2013-06-27,2023-01-06
NTBK,Nusatama Berkah Tbk.,2022-02-09,2700000000.0,Pengembangan,Industrials,50,135000000000.0,2022-02-09 09:00:00,2023-01-06 15:59:00,2022-02-09 09:00:00,2023-01-06 15:00:00,2022-02-09,2023-01-06
NUSA,Sinergi Megah Internusa Tbk.,2018-07-12,7700000148.0,Pengembangan,Consumer Cyclicals,50,385000007400.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-07-12,2023-01-06
NZIA,Nusantara Almazia Tbk.,2019-09-25,2197540705.0,Utama,Properties & Real Estate,262,575755664710.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-09-25,2023-01-06
OASA,Protech Mitra Perkasa Tbk.,2016-07-18,358600000.0,Pengembangan,Infrastructures,730,261778000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2016-07-18,2023-01-06
OBMD,OBM Drilchem Tbk.,2021-12-08,732000000.0,Pengembangan,Basic Materials,177,129564000000.0,2021-12-08 09:00:00,2023-01-06 15:59:00,2021-12-08 09:00:00,2023-01-06 15:00:00,2021-12-08,2023-01-06
OCAP,Onix Capital Tbk.,2003-10-10,273200000.0,Pengembangan,Financials,159,43438800000.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2003-10-10,2023-01-06
OILS,Indo Oil Perkasa Tbk.,2021-09-06,454003386.0,Pengembangan,Consumer Non-Cyclicals,218,98972738148.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-09-06 09:00:00,2023-01-06 15:00:00,2021-09-06,2023-01-06
OKAS,Ancora Indonesia Resources Tbk,2006-03-29,1765927777.0,Pengembangan,Basic Materials,101,178358705477.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2006-03-29,2023-01-06
OLIV,Oscar Mitra Sukses Sejahtera T,2022-05-17,1900000000.0,Akselerasi,Consumer Cyclicals,25,47500000000.0,2022-05-23 09:00:00,2023-01-06 15:59:00,2022-05-23 09:00:00,2023-01-06 15:00:00,2022-05-23,2023-01-06
OMED,Jayamas Medica Industri Tbk.,2022-11-08 00:00:00,27058850000.0,Utama,Healthcare,220,5952947000000.0,2022-11-08 09:00:00,2023-01-06 15:59:00,2022-11-08 09:00:00,2023-01-06 15:00:00,2022-11-09,2023-01-06
